0.1590928 0.018909704 0.22291526 -0.28727594 -0.07519266 -0.49736854 0.07904087 0.008578595 0.035229232 -0.08633426 -0.03851636 -0.05552247 -0.09832847 0.16301535 -0.21243727 0.45508778 1
0.041054916 -0.12690285 0.19634293 -0.21863544 -0.08557631 -0.36776283 0.1418643 -0.10555578 -0.0023626445 -0.04591777 -0.06882984 -0.116581425 0.08638933 0.23544288 -0.41368157 0.363041 2
0.028905846 -0.062540404 0.103482895 0.0063781943 -0.016872624 -0.049408205 0.047543902 0.038823057 0.032815166 -0.06945699 -0.011155799 -0.007405173 -0.008596854 0.061630677 -0.036754943 0.11535741 0
0.03464608 0.03605959 -0.031203002 0.028938457 0.0611611 0.0067935586 -0.04827383 -0.053662658 0.021675825 0.022420764 -0.043613672 0.000808388 -0.032750443 -0.03565094 -0.033667922 -0.027653977 0
-0.020517739 -0.16375117 0.0737877 -0.15636969 -0.23447311 -0.4047493 0.11463281 -0.16473827 0.18097627 0.005699962 0.13666034 -0.19872603 -0.035784576 0.46620214 -0.36872032 0.8011425 2
0.04141538 -0.028621232 0.08651957 -0.12466926 -0.052308455 -0.2378788 0.07254442 0.024642909 0.08039638 0.028905086 0.06893749 -0.12103972 -0.05546766 0.02699444 -0.14848283 0.15177469 0
0.09063935 -0.004081514 0.31227657 -0.07899318 -0.21933156 -0.35587013 0.30178928 -0.34965667 0.050801765 0.046964183 0.06311961 0.21710937 -0.15989421 0.46018544 -0.34684148 0.6276527 2
0.25531927 -0.079465285 0.2619759 -0.46285403 -0.07934832 -0.6010537 0.16608836 0.009147273 -0.26721093 -0.098567076 0.14331673 -0.24592987 -0.014065271 0.086811915 -0.42779142 0.41868302 2
0.028522952 -0.04477544 0.06931646 -0.045498453 -0.07387137 -0.1265217 0.06242 -0.059520118 -0.03337821 -0.052139383 -0.04369118 -0.094226584 0.013916412 0.024449859 -0.1029306 0.08394321 0
0.10437911 -0.019425897 0.062787175 -0.14411303 -0.05945066 -0.18606596 0.103151985 -0.0015835571 0.016242394 0.02118935 0.07363026 -0.0911785 0.027972575 0.119853415 -0.13589597 0.18555452 0
0.039098468 -0.069133475 0.15770364 -0.1948254 0.069182366 -0.54818875 0.23797613 -0.107488416 0.04092376 -0.09011935 0.020611169 -0.054941494 0.029490313 0.098039664 -0.3274604 0.45711038 2
0.09509905 -0.041251138 0.032170184 -0.045969523 0.0019277963 -0.20338635 0.024797944 0.034674965 0.061180975 -0.029974738 0.044310857 -0.10109857 0.002398734 0.033729453 -0.15243973 0.20245974 0
0.119920485 0.008690894 0.1622398 -0.17268811 0.015771769 -0.20425841 0.036969244 -0.08667487 0.07950739 -0.07576706 0.06008215 -0.031189464 0.04616098 0.108582705 -0.17303385 0.18504523 0
0.06855551 -0.017320141 -0.020935955 0.021067377 0.040374197 -0.11427463 0.033574656 -0.058627952 -0.036902692 -0.0026644361 -0.0373123 -0.07078 0.015874123 0.021576177 -0.004764288 0.056204803 0
