0.15283486 0.5468514 -0.12680972 0.6425511 -0.28778845 0.25246057 -0.20367038 -0.109187424 0.9510612 1.2484455 -1.2188108 -0.3329993 0.458497 1.445839 -0.30818075 -0.91246414 0.43065146 0.33515522 -0.35484478 1.1324614 -0.59488106 -0.6586644 1.2303382 -0.3582636 0.8096297 -0.33697316 -1.7887014 0.86125046 1.6710194 0.4491246 0.25347605 -1.7798715
-0.07971233 1.0813524 -3.7018955 1.0628638 1.752494 -0.71184194 1.1500949 -3.146007 1.2223414 0.528416 0.26479197 0.4237018 -0.532897 1.762902 -0.6599115 -3.9721737 0.67216414 -1.1271642 -0.35014457 0.59126085 0.991364 -1.1619402 2.5670836 -1.7600853 1.2547799 -0.9131295 0.65704304 0.12286436 3.366319 0.7514953 0.17194575 0.5689637
1.7478181 -0.41961882 4.022914 2.764773 -0.08993375 -2.5636952 -1.5358645 -0.5537051 -0.52129793 1.4255316 -1.6650916 3.9677176 1.0695553 0.35233667 1.100341 0.74809647 -0.4674793 2.1625276 -0.6704993 2.455754 2.3601592 -0.1257214 -1.8891098 0.80865765 1.1946082 2.1772122 0.98214597 2.7534857 -1.1445483 -1.25145 -0.33167982 -0.778722
4.7609267 0.51772606 -1.6974871 0.79927963 -2.6614487 0.30638352 0.9767612 -3.3612328 -0.41800258 2.236504 -1.4250356 0.22609334 -0.3071852 0.6896023 -2.2646942 -2.5924168 1.3299811 -1.586014 -1.113378 0.56563056 -0.28973705 -2.809887 2.1471405 -0.41481918 1.5732768 -0.42210197 0.0819008 -0.13244882 3.050545 2.229435 1.2437819 -0.770389
1.1741312 4.999595 1.1766276 1.5606804 1.8204819 -1.1325804 -2.277576 -1.7123463 3.9136238 2.077812 -0.5530864 1.5062639 3.116581 -0.012416743 -0.015000653 -0.7011791 0.22224024 2.0556579 0.20193312 3.3105505 0.32889947 -1.4570918 0.49360275 -3.0541782 2.891359 -0.037888043 1.8021404 0.5578439 -0.60424316 -1.0970597 2.5486171 0.3459409
-1.1345913 -0.5865992 -3.979669 2.0217052 0.6462114 -1.3900272 0.17777655 -3.7478783 1.4111791 1.1016501 -0.47903556 -0.926753 -0.576739 0.61920226 -0.23689495 -4.3129334 1.0229208 -1.2158108 -0.95766646 0.35693088 0.24318664 -1.9022126 1.9934042 -1.194075 0.98067296 -0.74544054 0.57664967 0.0064141313 2.8546026 1.1581336 0.29518753 0.029361088
2.7454133 2.3794522 -0.5441107 3.0521412 -0.89023876 -2.5110188 -2.4783144 -0.76139605 1.8430281 1.9159575 -0.98565716 2.9864063 2.076416 2.221879 1.0180616 -0.23028317 1.4834213 1.2819908 -0.64448 3.5391538 0.3770319 0.40261 0.3944222 -1.5943722 2.4370103 0.6920834 0.14592536 1.76758 -0.198435 -0.764736 0.084940225 -0.65912604
-2.5319624 0.86888933 0.09396644 0.35359254 0.70856154 -1.9478483 0.8334458 -5.852836 1.9121041 1.0097388 -0.9462624 -1.2524648 1.1207602 -0.79647607 -1.2070544 -3.176838 0.6771362 -1.4557337 -1.3137871 0.3478183 -1.1295562 -1.463522 0.41448024 -0.91687477 0.5565729 0.17605513 -0.21120794 -0.49932683 1.8438817 1.5658762 0.25993583 -1.0857548
0.41335228 -0.8672471 1.2307016 3.1711998 -0.26213875 1.540048 -4.209414 -3.8164527 1.9115834 4.2547703 -0.9221754 -0.4571741 1.0388081 0.22881496 2.402433 -0.295887 1.1063839 0.6572135 0.057184886 2.5527673 2.183199 0.20743756 -2.1635377 -2.688716 2.7587154 0.7411635 1.1661489 1.3541893 0.40154922 -1.6416087 1.9591615 0.4426153
1.8548672 1.6413996 -0.9783056 2.346709 -1.7331691 0.11399459 2.6061351 -3.4105084 0.15575486 1.9832497 -0.40354943 0.10340011 -0.58987284 0.37272483 -2.055118 -4.3005004 1.4310856 -1.317336 -1.4852985 0.58013666 -0.040965285 -3.3512745 1.6895587 0.55753154 1.7060907 0.08693341 -0.29340154 -0.6864389 2.8763914 2.3360877 0.57956874 -1.15689
