-0.77377254 -0.3395539 -0.43244293 -0.6332724 -1.0803307 0.1719554 2.8108325 -0.747431 -0.85386294 2.068335 -0.86419564 -0.34664282 1.1568555 -1.3277625 -0.4547458 1.9581469 2
-2.1614094 -3.7937062 -0.3491971 -2.1509387 3.8925414 -1.8188818 2.9098997 0.95122916 2.3578062 -3.5292954 -5.2021494 -1.3657706 3.6881251 -5.0603213 -3.4303997 -0.9202201 1
-0.2130115 -0.9057464 0.08055083 0.44608074 -0.87527645 0.20773241 0.90082246 -0.2605373 0.08549935 -0.21267134 -0.60030574 0.2919825 -0.32948324 0.06764519 0.561814 0.42062438 3
2.4340122 -3.7471364 5.041334 -3.4106054 2.398646 3.7599313 2.3489163 -2.1611264 6.0804324 -1.4083574 -4.561794 1.7333282 -1.9535478 3.998043 -1.0526439 0.01600738 0
-1.215665 -1.378568 0.9798294 -2.2021487 0.83303005 1.0308347 -0.44400987 -2.3786366 0.68385726 -1.4368231 -1.4931772 0.82115346 -0.10852337 1.4721984 -0.9701413 0.17513658 0
-1.1140279 -1.6501863 0.997609 -1.2585402 -1.3854288 -0.6774537 -0.29250473 0.38006985 -0.107769184 0.3837756 -1.4280499 -1.3625282 -1.3779126 1.4845439 0.7926671 -0.045196593 3
1.0824889 -0.33659858 -3.7610428 -3.0581658 -0.083182655 -2.1306393 -0.45247206 -3.0801876 2.3651855 0.20445465 -0.58214754 -6.7261157 2.6898856 -0.10492038 -0.73868906 0.45773473 1
-1.1696863 -1.4553255 -1.6169614 0.76899236 -1.9685801 -0.4926262 0.09174066 -0.97773045 3.318944 0.10748415 -0.69585407 0.07420048 -1.4206599 1.8974595 -0.18902144 -0.030427068 3
-1.1603978 -0.4115003 1.2511294 1.1679764 0.55722636 0.9611238 0.77426976 -0.3195286 0.16024494 0.702612 -0.117741905 -0.36802265 0.2068892 -0.662864 2.1326847 1.1404341 3
0.3247931 -3.1605332 3.0087423 0.3581584 2.1911726 1.6216193 -0.08497498 0.034657788 1.2826406 -4.213971 0.30157742 1.1525705 1.4201646 -4.188391 -2.0375137 1.351232 0
-0.47228697 -5.1913767 1.4787904 0.72389036 3.5574455 4.31684 0.39266193 1.3669382 1.4074845 -3.7272656 0.40557653 -1.0678711 0.37081936 -2.073288 -3.469198 -3.6718266 0
-1.4315214 -0.6386359 1.1830925 1.1227963 0.7470673 0.115323015 1.4929371 -1.2207919 -0.11325827 0.56713593 0.048407827 0.054224655 0.013561138 -0.17985092 1.5391519 -0.18526064 2
