0.17979412 0.017184746 0.30266502 -0.23649399 0.09282528 -0.32840478 0.021523245 -0.08155959 -0.20091185 -0.12978293 0.14639495 -0.12166428 -0.002068509 0.09470314 -0.025241872 0.12352348 -0.02564969 0.40739664 -0.04250887 -0.1982981 0.1586723 0.02670447 0.07112061 -0.11432085 0.09669295 -0.044058923 -0.1375129 -0.04249734 -0.07977599 0.009420615 0.16387263 0.11533643 2
0.05681747 -0.04372362 0.13594441 -0.10992154 0.07322722 -0.13867979 0.028130699 -0.06499818 -0.111740686 -0.053420156 0.06699621 -0.09119015 0.03639093 0.04580433 -0.050946202 0.05386328 -0.008658123 0.16219756 0.03197093 -0.08201386 0.07586601 0.028968863 0.049912814 -0.0047498173 0.05179074 -0.043081865 -0.083374746 -0.0022963844 -0.035708666 0.019387117 0.10261451 0.074327946 1
0.18036471 -0.024760531 0.25202572 -0.14977014 0.22250481 -0.28716552 -0.021482175 -0.1159688 -0.12537226 -0.11263721 0.12136479 -0.17989051 -0.02200159 0.04392984 -0.107678406 0.10172301 -0.099890076 0.2979167 0.004112185 -0.18820341 0.08992929 0.036396682 0.08144248 -0.076572016 0.113376446 -0.021591783 -0.09161115 -0.07077025 -0.07153379 0.05881462 0.17750797 0.13230984 3
0.0062156897 -0.0061030015 0.03016635 -0.035319224 0.010459884 -0.056343425 0.016517228 0.016193228 0.010621987 0.016075106 0.046537664 -0.043129407 -0.017424444 -0.0126511855 -0.015659973 -0.007029975 -0.006630179 0.028630247 0.017140485 -0.0036242781 0.007063332 0.028408505 0.02115591 -0.027309502 0.01790932 0.008055813 -0.011005862 0.024487726 -0.0118081 0.020887809 0.031749334 0.034266472 0
0.007329412 0.030798577 -0.009458303 -0.0030553117 0.019345418 -0.008368209 -0.002124995 0.0007690266 -0.028853647 0.0038951784 0.0109824315 -0.003068909 -0.0014677197 -0.029622898 -0.00088457763 -0.0047834516 -0.006370671 -0.009582512 0.0010958463 0.014712058 -0.023720697 0.0068928376 0.016901635 -0.016356923 -0.023490436 -0.016732454 -0.027824461 -0.02137968 0.013387404 -0.013835177 -0.002660662 -0.029060788 0
0.37972116 -0.08666216 0.3879746 -0.39098978 0.13188444 -0.3974158 0.1455548 -0.16007707 -0.31582567 -0.077313036 0.31146556 -0.28845933 0.13001752 0.11593319 -0.087457955 0.1642893 0.0095077045 0.39335805 -0.027929028 -0.23226468 0.24470459 0.0013115514 0.17523323 -0.038244367 0.045209948 -0.06424207 -0.17920595 0.070384055 -0.042804968 0.023191253 0.3513085 0.16079769 3
0.10911048 -0.039785985 0.14054951 -0.09628455 0.098523006 -0.19238375 0.0039976523 -0.026407622 -0.0812023 -0.06631116 0.11099099 -0.12366375 0.02250822 0.026597792 -0.057552814 0.08599219 0.01969756 0.21427006 0.032326218 -0.13561614 0.074334465 0.0017006304 0.054121297 -0.048283774 0.058580503 -0.032529 -0.09005628 0.013443307 -0.023681108 -0.014932994 0.11859767 0.07840903 1
0.206278 0.011512235 0.46661645 -0.20706497 0.26161164 -0.2380088 -0.05858262 -0.24408647 -0.004972351 -0.13393386 0.25509644 -0.016965756 0.06225308 0.060903385 -0.10263598 0.027003922 0.027363889 0.34932637 -0.09310184 -0.35390922 0.23697615 0.18214037 0.074430324 0.00052201055 0.14444797 0.0070956936 -0.07252413 0.04764878 -0.19818874 -0.15662457 0.24175727 0.17745402 3
0.33392224 -0.04077053 0.13357495 -0.19700758 0.27758697 -0.42953053 0.074266575 -0.24289858 -0.2825046 -0.11093508 0.047198843 -0.23452146 0.000293504 0.028491907 -0.03595803 0.15087867 0.15774223 0.45506245 -0.06470393 -0.33243448 0.22734465 0.042790033 0.15679143 -0.18397224 0.16744702 -0.036599375 -0.11643114 -0.1345997 -0.029632263 -0.054198544 0.2543149 0.10127446 3
0.061831243 -0.024049604 0.07787907 -0.033555977 0.049354 -0.08402982 0.0040241764 -0.050772253 -0.05202143 -0.018621167 0.07257513 -0.04914265 0.016158413 0.012881918 0.0029784716 0.04539088 -0.031667393 0.13230732 0.030949634 -0.07236126 0.02352652 0.00020275959 0.019462157 0.008413139 0.0094051855 0.021109445 -0.064802885 -0.027135309 -0.029696183 -0.015222156 0.04801227 0.05052209 0
