-0.13762572 -0.743563 -0.17953585 -2.2358766 -0.52988636 0.2342855 -0.4075394 -0.6631501 -0.40325782 0.06984973 -0.28997827 -0.6745386 -0.99665296 -0.15839551 -0.22579096 0.30132854
-5.8795986 -1.64913 -10.904459 -6.2363625 -1.4649814 5.480025 -8.35314 -8.289623 -5.56415 1.2854917 -6.3730226 -8.3857355 -8.583902 -2.5938268 -5.4135165 1.9457687
0.017225089 -0.23634881 -0.8550616 -0.044341594 -0.017146979 0.22318234 -0.7825012 -0.46012527 -0.32515886 0.0955234 -0.7362931 -0.45114082 -0.7819534 -0.31415826 -0.41722503 0.05825026
-4.598247 -2.8986914 -8.51028 -4.6491656 -1.252815 4.2361717 -6.5858955 -7.1156306 -5.471386 0.24224353 -5.448115 -7.9168663 -6.9430385 -3.331783 -6.1578236 2.0155263
-1.0718321 -0.7820746 -2.2016432 -1.3726976 -0.4855098 0.48462257 -1.3214563 -1.1521124 -0.24492155 -0.00030919042 -0.48569307 -0.8367913 -0.7318743 -0.33442435 -0.32239607 0.3009287
-1.4089087 -0.66573673 -0.67349124 0.31791425 -0.025895122 0.30846497 -1.751338 -0.22644556 -0.4024192 0.012940985 -0.7173968 -0.40934008 -0.9571777 -0.50133234 -0.12572707 0.3637512
-1.4671757 -2.7821732 -3.3237877 -3.1618042 0.9590753 1.8182441 -3.0278807 -3.4191341 -0.87184304 0.26934415 -1.9766988 -3.9863229 -3.760681 -1.6288692 -2.449705 0.8415562
1.0081894 0.093405046 -4.8756332 1.0997831 0.199498 -0.021865642 -1.7171105 -0.46750137 -0.4213158 0.25762483 -0.75434434 -0.48122725 -0.7389678 -0.57732606 -0.23530117 0.34211177
-0.23383358 -1.6490728 -0.30233234 -0.91769385 -0.0806436 0.20285991 -0.7851634 -0.38943183 -0.26165995 -0.007676794 -0.70603466 -0.52026 -0.6334331 -0.37458017 -0.2743504 0.32704702
-2.948894 -1.9309106 -5.585345 -2.9254181 -0.9271284 2.667172 -4.0955606 -5.3947363 -3.2194605 0.3093895 -3.5044725 -5.5039725 -5.233159 -2.782749 -4.6488814 1.1146109
-4.3550434 -0.38664764 -4.9992843 -3.98244 -0.5786764 3.1086621 -4.246026 -4.617181 -2.8835673 -0.4031569 -4.578808 -4.260056 -4.6580625 -1.9489766 -3.5039165 1.3086998
0.010359664 -1.4087471 -0.6461616 -0.47063845 -0.19099809 0.45748317 -1.2597508 -0.2979327 -0.5335872 0.26763904 -0.8857269 -0.40810862 -0.69092506 -0.34539765 -0.39991963 0.28572533
-3.726393 -1.3406368 -4.2856016 -4.028313 -0.2027803 2.9581425 -5.242041 -3.9598925 -2.6022942 0.8019788 -4.3837485 -4.2661963 -4.1660957 -2.0501783 -4.125714 0.42799488
-3.097739 -0.0079330895 -6.717897 -2.0734699 -0.9801032 2.320837 -4.3080254 -4.37178 -2.8225877 0.9801105 -3.5289385 -4.4529214 -4.5775084 -1.4885867 -3.6140602 1.53103
-0.8759407 -1.7898033 -6.404819 -3.1009276 0.06233941 1.8792248 -4.388073 -3.9952705 -2.0388572 -0.3225458 -3.596497 -4.135721 -3.2573023 -2.5237794 -3.4871197 0.41049737
-3.2448907 -1.4182371 -5.8332896 -3.197283 -0.82036823 3.2104788 -4.5973973 -4.689516 -2.8227484 0.91888225 -4.042711 -5.249094 -4.3377047 -2.469978 -5.0701375 0.9888259
-3.2391958 -0.990501 -4.4965773 -3.5246615 -0.9435159 3.7171464 -3.2672637 -3.811129 -2.9014034 1.2604167 -2.6235044 -4.390843 -5.6715426 -0.8102133 -2.4022126 1.3185546
-1.5180644 -0.101047926 -6.577094 -3.0605843 0.278561 3.2811024 -4.5191417 -3.927759 -1.5245814 1.1650449 -4.1062813 -4.740341 -3.4812708 -0.9882168 -4.443491 0.68077797
-0.2217676 -3.0657408 -0.7259027 -1.4105259 0.052294157 0.15723948 -0.8714834 -0.33742422 -0.2650207 0.2996098 -0.3505096 -0.47483048 -0.6696151 0.028840318 -0.46466243 0.040567614
-1.8004179 3.6712732 -3.1112056 -1.3732792 2.2608 0.1701314 -1.3034595 -2.1521802 0.27225652 1.6912581 -3.171942 -1.275612 -0.84378994 1.454835 -1.9619292 0.4486623
-2.8817492 2.5682628 -6.6552 -2.8731313 4.6768355 1.3447822 -4.090531 -5.6530323 0.8864624 4.045491 -7.5516057 -4.618687 -2.789199 2.7840235 -5.5378256 1.3029585
-4.279937 0.52215284 -2.6937487 -5.9587026 -2.4205081 2.8673801 -0.42811438 -3.2846541 -3.8626983 -0.17782909 0.8180255 -4.077009 -6.5005894 -2.8527815 -2.0029056 -2.937142
-0.7499078 -4.3329916 -5.750334 -3.3475392 1.427524 -2.581639 -9.129601 -4.8973947 -0.18536134 -2.0569692 -5.101485 -4.2087603 -0.8096673 -7.0737467 -3.3850186 2.5252376
-3.5981288 -1.3259151 -5.3968205 -2.6171064 0.7178634 2.7826414 -4.1514306 -4.8961253 -2.489356 0.5871898 -3.2723026 -4.838633 -4.58692 -2.9171746 -3.9474602 1.7911303
-0.39602104 1.547248 -2.8871596 0.208526 1.1623406 0.011079351 -0.8752608 -1.1593678 -0.00360568 0.6815179 -1.0716083 -0.7328461 -0.43516177 0.55629724 -1.1062506 0.18546745
-0.7754961 -0.96979475 -0.3524904 -0.37485197 -0.21625617 0.5629746 -1.3615849 -0.23695016 -0.53482383 0.06774419 -0.8507321 -0.4376174 -0.9291617 -0.30478537 -0.27732804 0.41080406
0.33957374 0.075378135 -2.4512453 0.7470703 -0.38989744 0.35465708 -1.8490373 -0.23333007 -0.5111825 -0.013048819 -1.0461062 -0.41031137 -0.8340716 -0.43574098 -0.28620738 0.062024925
-1.5443268 -2.6492 -4.6615644 -3.3214393 -2.8852775 1.6662173 -4.377381 -3.2171829 -1.3877695 0.7396581 -2.988841 -4.3368874 -3.331606 -1.1022321 -3.2288918 1.5555419
-1.0651084 -2.5878093 -1.1218933 -0.23233758 0.44882295 0.6438735 -1.6230496 -0.33977616 -0.43634325 0.71594334 -0.47769192 -0.6579401 -0.9852143 0.18254864 -0.36064124 0.4850889
-0.65033466 0.041591197 -0.19066897 -1.2042043 -0.121838935 -0.03559467 -0.9449227 -0.6266053 -0.9120877 -0.0018025904 -0.52755165 -0.34865183 -0.4406536 -0.2742858 -0.5064721 0.66246086
-1.9818424 -2.5500808 -4.6973786 -2.4809732 -2.3990803 4.3777742 -3.4096599 -2.9457664 -7.7887077 1.108467 -0.5698626 -2.0376027 0.9542427 -1.1105514 -5.720956 4.03804
-0.16381058 -1.4463146 -0.54594845 -0.44518453 0.0046835993 0.3090792 -0.93008965 -0.3319291 -0.2292428 0.15612817 -0.631453 -0.49435544 -0.73107827 -0.39421988 -0.2594378 0.093034886
-2.979962 -0.20900153 -5.3185062 -1.8110096 -0.9747463 2.7925909 -3.4717026 -2.9324813 -2.9608839 2.3909042 -1.9144955 -3.7422683 -6.470352 4.0555544 -3.1623101 1.1854016
-0.99935454 -1.8803903 -0.46295345 -0.5771752 0.14418338 0.6235024 -2.4235158 -0.19461979 -0.79543185 0.3535125 -1.0318048 -0.3221762 -0.98329973 -0.032621395 -0.27935725 0.45023295
-2.9848993 -0.36672598 -4.694237 -2.597005 -0.54896003 1.6142169 -3.8796225 -3.3409994 -1.0450978 0.49762043 -1.4885302 -4.5157566 -3.8437605 -2.5287645 -2.7895124 -0.5995774
0.22139367 0.27177835 -1.1903961 -0.078482 -0.022097638 0.094970725 -1.2400205 -0.4704673 -0.4501333 0.23043686 -0.67180824 -0.51480526 -0.9475243 -0.36442465 -0.31257156 0.40394816
-2.2710943 -2.6902995 -4.6491957 -3.824052 -0.5679486 2.01381 -4.161427 -4.5186124 -2.8287873 0.13807274 -3.2019112 -4.6631727 -3.6971877 -3.2194896 -3.811549 2.4294074
-1.5262583 -2.3866305 -0.07832671 -1.4677101 0.5359202 0.818807 -1.2741292 -0.32949772 -0.69728947 0.44044325 -0.8284533 -0.43143052 -1.0828173 -0.13707407 -0.27143204 0.47743922
